time,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,label
0.0,15756,4204,3796,-151,-25,41,15100,-7208,2664,-44,172,-106,12512,-5908,-11416,-935,65,-13,13144,1260,-10144,-475,339,-82,0
0.033561944961547796,15720,4016,3984,-136,-77,76,15076,-7252,2608,-70,196,-90,12440,-6000,-11576,-950,53,-64,13100,1428,-9892,-493,295,-80,0
0.06692600250244139,15804,3980,4020,-157,-52,93,15120,-7316,2696,-7,137,-117,12320,-6020,-11300,-951,44,-66,13248,1172,-9836,-488,227,-59,0
0.10039305686950681,15444,3692,3868,-153,-6,88,14920,-7240,2592,-7,156,-87,12752,-5992,-11372,-974,9,-42,13156,1264,-9964,-478,103,-98,0
0.1338000297546387,15668,3844,4240,-189,-21,69,14992,-7376,2688,29,143,-147,12568,-6004,-11304,-1014,42,-68,13164,1356,-9984,-473,89,-135,0
0.1677470207214355,15656,4020,4016,-200,-20,28,15012,-7468,2572,6,193,-156,12304,-6032,-11312,-1063,28,-76,13212,1280,-10072,-260,77,-135,0
0.2013840675354004,15712,4008,4076,-206,-85,20,15208,-7372,2736,35,217,-187,12492,-6032,-11508,-1008,84,-126,13220,1080,-9856,-526,151,-166,0
0.23487210273742679,15864,4292,4064,-186,-109,59,15036,-7392,2792,-18,95,-230,12632,-6080,-11412,-1032,88,-116,13220,1328,-9972,-493,127,-165,0
0.26830506324768066,15708,4348,4216,-133,-195,82,15184,-7268,2752,-87,109,-266,12544,-5992,-11348,-1108,100,-119,13244,1404,-10028,-469,128,-158,0
0.3018500804901123,15684,4348,3968,-69,-223,111,15080,-7312,2612,-176,68,-240,12504,-6112,-11692,-1131,116,-111,13076,1288,-9976,-460,156,-129,0
0.33550310134887695,15764,4052,4056,-77,-213,117,14968,-7260,2700,-146,34,-262,12488,-5892,-11456,-1123,27,-115,13096,1288,-10008,-422,81,-164,0
0.3690500259399414,15732,4068,4000,-88,-201,132,15024,-7260,2588,-127,19,-507,12448,-5964,-11428,-1140,33,-164,13112,1288,-9944,-428,20,-191,0
0.40247297286987305,15708,3996,3872,-118,-236,151,15252,-7228,2664,-122,78,-4,12576,-6032,-11456,-1183,17,-144,13244,1328,-10152,-435,-5,-149,0
0.4360849857330322,15784,4032,3644,-222,-248,160,15156,-7180,2312,-129,79,-250,12548,-5848,-11456,-1159,-15,-124,13188,1272,-10008,-445,3,-124,0
0.46942615509033203,15944,4008,3884,-138,-217,158,14896,-7224,2784,-159,26,-221,12784,-5880,-11612,-1132,-49,-114,13140,1416,-10036,-442,144,-117,0
0.5030050277709961,15788,4056,3756,-201,-211,215,15184,-7180,2548,-146,-2,-202,12584,-5688,-11704,-1062,12,-44,13188,1200,-10052,-448,229,-82,0
0.5366449356079102,15844,3984,3824,-165,-200,186,15020,-7156,2592,-138,73,-180,12448,-5928,-11416,-1011,105,-52,13124,1332,-10112,-500,324,-87,0
0.5700960159301758,15788,4052,3984,-197,-178,182,15068,-7320,2728,-127,-248,-184,12320,-5796,-11504,-1053,-31,-44,13124,1208,-9960,-448,286,-46,0
0.6037061214447021,15664,3972,4044,-223,-192,195,15076,-7360,2572,-148,-24,-185,12500,-5872,-11592,-1029,29,-31,13268,1484,-10068,-464,0,-66,0
0.6376760005950928,15844,3876,4028,-94,-158,201,14916,-7340,2488,-139,-4,-111,12388,-6020,-11640,-997,108,-75,13240,1228,-10128,-767,403,-122,0
0.6711230278015137,15764,4064,3844,-90,-146,132,15088,-7368,2624,-123,30,-168,12596,-5952,-11768,-995,111,-74,13052,1040,-9860,-463,350,-72,0
0.7049820423126221,15680,3956,3892,-79,-216,193,15004,-7328,2308,-146,8,-184,12440,-5844,-11440,-977,75,-89,13148,1164,-9872,-459,317,-92,0
0.7383019924163818,15848,4004,3848,-20,-202,152,15132,-7420,2596,-150,-36,-198,12348,-5916,-11512,-772,49,-109,13144,1208,-10096,-450,214,-95,0
0.7717080116271973,15668,3880,3760,-18,-203,138,15004,-7244,2444,-152,-18,-208,12416,-5676,-11460,-1051,57,-79,13088,1192,-9960,-492,127,-140,0
0.8055140972137451,15844,3920,3928,-111,-195,109,14892,-7300,2416,-107,32,-248,12084,-5848,-11560,-1041,147,-126,12960,1156,-9996,-518,101,-175,0
0.8391859531402588,15904,3952,3712,-167,-241,96,15072,-7220,2364,-41,46,-280,12516,-5640,-11736,-1066,162,-157,13244,1156,-9888,-509,48,-194,0
0.8729009628295898,15680,3956,3808,-146,-2,72,15112,-7288,2472,-36,62,-305,12364,-5940,-11664,-1067,149,-217,13196,1276,-10052,-490,52,-206,0
0.906454086303711,15820,3984,3644,-86,-220,55,15168,-7228,2368,-49,48,-245,12416,-5844,-11544,-999,166,-198,13124,1192,-9988,-766,90,-188,0
0.9400861263275146,15808,3860,4068,-120,-165,67,15188,-7244,2456,-26,165,-192,12400,-5756,-11588,-1016,105,-177,13124,1248,-9992,-767,53,-179,0
0.973473072052002,15792,3960,3704,-152,-65,9,15168,-7156,2500,4,3,-163,12428,-5840,-11540,-1018,84,-102,13052,1128,-10160,-528,35,-147,0
1.006883144378662,15812,3916,3620,-205,34,-28,15048,-7148,2280,92,304,-130,12456,-5688,-11536,-1019,37,-71,13120,1320,-10156,-496,37,-133,0
1.0405621528625488,15848,3832,3984,-231,101,-23,15216,-7264,2404,116,508,-111,12684,-5848,-11412,-946,-4,-51,13240,1024,-10148,-522,99,-86,0
1.0742499828338623,15776,3924,3808,-250,83,250,15256,-7260,2436,115,238,-89,12444,-5960,-11772,-884,-3,-39,13056,1492,-10176,-762,127,-87,0
1.1078791618347166,15880,3952,3760,-184,106,11,15108,-7280,2524,66,219,-97,12480,-6036,-11556,-928,32,-49,13176,1156,-10096,-525,175,-77,0
1.1416449546813965,15744,3908,3896,-143,97,13,15040,-7352,2440,51,204,-79,12420,-5960,-11468,-900,54,-97,13080,1148,-10040,-767,228,-128,0
1.1751501560211182,15732,3856,3916,-206,56,-35,15036,-7188,2460,91,280,-111,12420,-5992,-11484,-916,144,-123,13176,1308,-10220,-555,191,-162,0
1.2087271213531494,15772,3876,4028,-156,85,-104,15132,-7360,2612,92,294,-105,12444,-6144,-11324,-918,217,-91,13088,1036,-10092,-570,175,-176,0
1.2420921325683594,15836,3976,4064,-214,-4,-68,15092,-7416,2576,68,371,-166,12528,-5876,-11460,-953,213,-113,13132,1072,-10028,-591,117,-166,0
1.275743007659912,15720,3884,3716,-175,47,-86,15048,-7256,2632,70,299,-174,12364,-5940,-11576,-947,235,-182,12856,1120,-10136,-555,42,-239,0
1.309226989746094,15768,3968,3988,-138,26,-69,15000,-7376,2532,119,260,-184,12448,-5888,-11600,-964,188,-135,13116,1256,-10156,-524,54,-173,0
1.3430120944976807,15804,4036,4016,-170,-58,-21,15084,-7268,2712,76,217,-199,12504,-5872,-11468,-972,104,-152,13092,1220,-10016,-486,58,-184,0
1.3763599395751953,15780,3904,3784,-84,-73,14,15348,-7324,2808,62,202,-211,12784,-5992,-11748,-974,134,-180,13212,1348,-10172,-544,139,-237,0
1.41007399559021,15764,3936,4080,-135,-76,-51,15352,-7340,2568,121,243,-204,12452,-5784,-11592,-948,290,-211,13132,1304,-10004,-586,128,-277,0
1.4437999725341797,15736,4044,3896,-77,-10,-100,15012,-7184,2544,55,336,-185,12448,-5712,-11504,-927,308,-166,13308,1520,-10012,-579,181,-217,0
1.4768340587615967,15708,3844,4040,-167,-83,-103,15080,-7360,2660,61,300,-236,12328,-5764,-11700,-963,234,-141,13076,1396,-10180,-596,152,-230,0
1.5103700160980225,15780,4132,4056,-185,-46,-71,15160,-7220,2792,16,245,-212,12544,-5848,-11376,-917,300,-131,13116,1404,-10236,-548,153,-145,0
1.5438611507415771,15744,4124,3932,-195,-46,-7,15044,-7072,2660,20,205,-122,12400,-5712,-11716,-925,-30,43,13168,1236,-10000,-535,389,246,0
1.5950839519500732,15680,4052,3968,-211,-21,87,15060,-7360,2704,-255,71,-62,12392,-6096,-11576,-964,32,24,13260,1400,-10032,-259,289,-38,0
1.6391119956970215,15864,4060,4340,-179,-4,90,15044,-7332,2716,-87,175,-104,12288,-5876,-11268,-1018,102,-14,13200,1304,-10028,-541,271,-83,0
1.67258095741272,15720,3948,3912,-187,-116,43,15004,-7348,2704,-82,197,-152,12444,-5972,-11484,-1043,79,-28,12824,1228,-10064,-520,185,-92,0
1.7062830924987793,15776,3988,4348,-149,-150,64,15004,-7556,2648,-88,143,-192,12576,-5936,-11528,-1035,50,-37,13096,1116,-10100,-450,64,-63,0
1.7398891448974612,15836,3944,3980,-186,-109,79,15100,-7352,2608,-109,143,-150,12408,-5928,-11624,-990,-26,-34,13152,1148,-10184,-445,233,-243,0
1.7732720375061035,15764,3876,4088,-133,-54,114,15072,-7516,2648,8,36,-148,12456,-6140,-11656,-974,-46,-78,13200,1164,-10040,-462,256,-160,0
1.8068740367889407,15744,3824,4172,-103,-106,120,15348,-7408,2480,87,56,-164,12472,-5960,-11584,-1057,163,-225,12852,1440,-10132,-562,160,-272,0
1.840580940246582,15692,4184,3868,-90,-149,43,14912,-7396,2660,-20,198,-231,12684,-5728,-11488,-978,346,-225,12936,1552,-10076,-554,137,-248,0
1.8741500377655027,15708,3892,3868,-169,-250,-52,15104,-7188,2764,-36,327,-278,12616,-5784,-11352,-992,226,-115,13152,1284,-10140,-580,161,-175,0
1.9080331325531006,15772,4252,3928,-149,-101,-40,15084,-7272,2688,66,184,-244,12488,-5948,-11508,-906,252,-96,13092,1368,-10136,-542,0,-178,0
1.94185209274292,15800,4048,3860,-210,-256,-3,15004,-7080,2712,-252,138,-155,12432,-5896,-11400,-902,167,-26,13076,1340,-9996,-565,327,-57,0
1.9752440452575688,15688,4028,4064,-159,-34,40,15352,-7348,2560,-42,135,-95,12468,-5896,-11608,-918,48,-30,13092,1204,-10068,-550,468,-62,0
2.009016990661621,15760,4140,3844,-141,-23,65,15060,-7172,2572,-90,138,-66,12472,-6088,-11592,-900,103,-9,13220,1532,-10052,-521,498,-25,0
2.0424649715423584,15756,3984,4024,-186,252,94,14880,-7248,2636,-37,94,-61,12304,-5900,-11448,-934,47,17,12816,1048,-9908,-515,392,-103,0
2.075855016708374,15444,4040,3964,-231,18,90,14860,-7312,2676,90,87,-124,12348,-5972,-11380,-980,16,-79,13052,1512,-9892,-493,110,-119,0
2.109434127807617,15468,4036,3916,-214,-105,82,14920,-7408,2820,62,62,-230,12424,-6040,-11424,-1042,64,-137,13200,1340,-9956,-457,-112,-154,0
