dataset,record_id,subject_id,segment_id,candidate_id,start_timestamp,end_timestamp,duration_seconds,peak_activity_score,sensor_id,manual_label,confidence,reviewer_notes,allowed_label_values
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0001,9.611,17.023,7.411999999999999,2.541902035004155,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0002,22.701,23.147,0.4459999999999979,0.0706419494908973,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0003,24.546,25.824,1.2780000000000022,0.194645087320582,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0004,31.501,31.866,0.3649999999999984,0.0518121690704969,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0005,39.167,39.978,0.8109999999999999,0.0622082237369326,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0006,42.026,48.951,6.924999999999997,0.3498392453691351,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0007,50.127,50.705,0.5779999999999959,0.0663334366934764,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0008,52.246,55.835,3.588999999999998,0.0663093016504062,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0009,56.82,57.498,0.6779999999999973,0.0827296422179562,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0010,61.016,61.352,0.3359999999999985,0.0411979027640335,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0011,82.462,82.958,0.4959999999999951,0.0678889532477176,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0012,107.272,111.732,4.459999999999994,0.4949603129750213,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0013,126.161,126.779,0.617999999999995,0.2880825778580763,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0014,128.067,138.835,10.768,1.079474304800328,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0001,259.529,260.736,1.2069999999999936,0.627280315703024,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0002,261.892,262.784,0.8919999999999959,0.8938408714302275,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0003,271.97,272.518,0.547999999999945,0.3842478094757318,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0004,276.968,279.452,2.4839999999999804,1.1750078432401094,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0005,280.091,281.591,1.5,1.1562865209231874,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0006,282.433,283.396,0.9630000000000224,0.7710775201815899,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0007,285.707,287.116,1.4089999999999918,1.3758686284486266,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0008,305.985,306.42,0.4350000000000023,0.4292552311084406,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0001,14762.583,14766.202,3.6189999999987776,4.019169121980543,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0002,14973.481,14974.15,0.668999999999869,0.457524847327447,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0003,14992.521,14993.169,0.6479999999992287,0.4603171104979854,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0004,15086.246,15086.722,0.4760000000005675,0.7445972360906921,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0005,15087.705,15088.141,0.4359999999996944,0.613188296030577,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0006,15089.54,15235.146,145.60599999999977,1.813704961297548,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0007,15386.41,15386.826,0.4159999999992578,0.8195771727181066,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,6,COUGH_Trial_1_No_Talking_IMU_seg0004,COUGH_Trial_1_No_Talking_IMU_seg0004_c0001,10.686,13.85,3.164,2.3629801221332065,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,6,COUGH_Trial_1_No_Talking_IMU_seg0004,COUGH_Trial_1_No_Talking_IMU_seg0004_c0002,330.14,478.523,148.38300000000004,3.647886449447502,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,7,COUGH_Trial_1_No_Talking_IMU_seg0005,COUGH_Trial_1_No_Talking_IMU_seg0005_c0001,43.711,48.293,4.582000000000001,3.567975711282457,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,7,COUGH_Trial_1_No_Talking_IMU_seg0005,COUGH_Trial_1_No_Talking_IMU_seg0005_c0002,234.441,234.969,0.5279999999999916,0.4657431349063543,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,7,COUGH_Trial_1_No_Talking_IMU_seg0005,COUGH_Trial_1_No_Talking_IMU_seg0005_c0003,240.778,241.437,0.6590000000000202,0.4717372748588399,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,7,COUGH_Trial_1_No_Talking_IMU_seg0005,COUGH_Trial_1_No_Talking_IMU_seg0005_c0004,245.228,245.797,0.5689999999999884,0.5333369736220883,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,7,COUGH_Trial_1_No_Talking_IMU_seg0005,COUGH_Trial_1_No_Talking_IMU_seg0005_c0005,248.413,249.082,0.6689999999999827,0.5016629877900244,IMU,,,,artifact / likely_fetal / uncertain
