time,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,label
0.0,15256,3948,5232,-238,-82,104,12936,-6000,7952,57,190,-89,-15396,1196,2300,-1033,69,-66,-15668,-1684,2384,-439,89,-132,0
0.0332889556884766,15280,3792,5140,-199,-71,96,12876,-5872,7956,-5,168,-67,-15388,1052,2212,-1009,105,-80,-15648,-1720,2352,-445,76,-132,0
0.0666418075561524,15372,3872,5324,-221,-96,105,12808,-5952,8024,16,142,-98,-15492,1004,2364,-1009,77,-77,-15844,-1784,2412,-455,137,-152,0
0.0998148918151856,15256,3912,5172,-214,-123,54,12644,-5828,8076,16,185,-119,-15720,1000,2312,-987,56,-65,-15700,-1724,2376,-455,116,-190,0
0.13328695297241208,15328,4076,5540,-172,-118,9,12912,-5904,7916,-254,246,-134,-15384,1124,2256,-990,27,-149,-15640,-1612,2348,-457,129,-203,0
0.1666069030761719,15232,3868,5148,-171,-98,21,12824,-5680,7752,14,212,-131,-15584,1148,2156,-998,30,-87,-15776,-1772,2388,-464,109,-191,0
0.1999928951263428,15324,3884,5328,-157,-77,21,12780,-5864,8212,46,204,-66,-15568,1212,2332,-1023,47,-82,-15676,-1620,2468,-453,89,-172,0
0.23345494270324707,15104,3932,5364,-143,-73,63,12908,-5996,8152,19,215,-105,-15400,1020,2092,-1010,59,-92,-15708,-1696,2460,-465,106,-198,0
0.2665398120880127,15088,3888,5312,-149,-104,13,12784,-5908,8140,36,200,-126,-15596,1048,2380,-992,60,-164,-15500,-1752,2500,-464,160,-170,0
0.2997889518737793,15188,4008,5140,-144,-95,43,12736,-5872,8044,-15,209,-124,-15400,1128,2316,-980,74,-146,-15468,-2048,2380,-487,130,-126,0
0.3332409858703614,15352,3896,5160,-136,-88,54,12660,-5928,8004,-30,189,-130,-15456,1028,2468,-954,111,-104,-15576,-1604,2372,-457,130,-149,0
0.36635899543762207,15288,3980,5168,-185,-53,29,12868,-5856,7924,-106,225,-120,-15488,1144,2436,-971,109,-97,-15612,-1672,2420,-257,141,-112,0
0.3999018669128418,15280,3824,5224,-174,-36,35,12604,-6064,7768,-20,226,-129,-15312,1076,2376,-989,91,-130,-15472,-1692,2532,-260,172,-123,0
0.43306183815002447,15216,3928,5164,-157,-68,78,12696,-5864,8180,-6,147,-129,-15416,1016,2696,-966,120,-151,-15648,-1544,2392,-480,175,-81,0
0.46639990806579595,15256,3940,5348,-237,-120,76,12940,-6056,7988,-91,172,-198,-15660,852,2404,-910,209,-129,-15768,-1568,2412,-457,332,15,0
0.4997928142547608,15272,3980,5360,-307,-108,156,12916,-5956,8208,-7,78,-224,-15528,1088,2316,-1019,13,-101,-15524,-1680,2424,-443,243,-13,0
0.5332529544830323,15224,4016,5308,-190,-61,129,12704,-6100,8056,2,42,-225,-15332,1120,2420,-998,248,-137,-15644,-1908,2464,-568,264,-67,0
0.5667059421539308,14860,3984,5316,-171,-120,137,12804,-5852,8040,51,30,-241,-15436,1240,2376,-996,202,-203,-15572,-1788,2456,-545,243,-65,0
0.6000308990478517,15396,3980,5136,-163,-93,112,12696,-5816,8132,2,50,-244,-15484,1096,2296,-931,187,-182,-15628,-1736,2484,-524,265,-37,0
0.6334688663482667,15300,3868,5336,-210,-85,131,12588,-5712,8144,43,43,-264,-15336,1100,2408,-946,186,-118,-15556,-1588,2364,-521,243,29,0
0.6693480014801027,15288,4032,5156,-280,-6,177,12768,-5656,7932,250,20,-220,-15516,1148,2344,-976,237,-27,-15844,-1716,2344,-473,234,138,0
0.7046639919281007,15140,3964,5420,-329,-19,270,12932,-5856,7996,-112,-98,-203,-15628,972,2240,-969,296,-251,-15804,-1748,2364,-471,228,188,0
0.7399029731750489,15348,3876,5320,-348,-95,296,12896,-5980,8052,-77,-63,-162,-15572,960,2344,-968,509,-30,-15464,-1684,2444,-460,294,150,0
0.7753520011901857,15236,4004,5140,-344,-121,294,12820,-5932,8008,-121,-44,-246,-15416,1100,2052,-1012,230,-238,-15656,-1684,2436,-406,322,184,0
0.8104548454284669,15304,3864,5440,-398,-152,302,12804,-5948,8084,-113,-116,-293,-15608,1084,2464,-969,335,-37,-15772,-1708,2412,-391,355,179,0
0.8458259105682374,15176,3744,5368,-406,-201,293,12996,-6076,7828,-124,-77,-329,-15520,1060,2320,-1274,255,-73,-15676,-1516,2536,-415,355,111,0
0.881047010421753,15276,3780,5284,-349,-182,194,13268,-5856,8004,-105,-62,-298,-15356,1196,2272,-961,242,-135,-15368,-1312,2312,-424,337,136,0
0.9170069694519044,15308,3724,5276,-375,-175,209,13016,-5976,7952,-104,-30,-234,-15588,1144,2008,-964,239,-127,-15772,-1604,2332,-435,328,71,0
0.952840805053711,15292,3580,5304,-317,-185,219,13252,-5940,7788,-76,62,-228,-15612,1104,2152,-982,214,-155,-15840,-1408,2280,-469,243,24,0
0.9873249530792237,15276,3644,5392,-279,-158,210,12948,-5852,7764,-86,26,-227,-15432,1144,2156,-974,217,-88,-15600,-1544,2312,-489,198,34,0
1.0231850147247314,15188,3704,5332,-225,-105,200,12788,-5892,7740,-50,16,-212,-15548,1188,2128,-1006,231,-157,-15712,-1520,2208,-525,191,-35,0
1.0580430030822756,15292,3692,5308,-210,-124,168,13000,-5996,7784,-44,-73,-233,-15620,1136,2236,-1007,218,-149,-15704,-1472,2400,-557,275,-94,0
1.0936717987060547,15260,3736,5220,-147,-185,99,12884,-5924,7760,65,18,-274,-15496,884,2204,-1029,144,-287,-15592,-1508,2176,-764,252,-189,0
1.1283578872680664,15564,3708,5304,-84,-163,-12,13208,-5896,7700,79,146,-261,-15392,1128,2228,-1021,127,-265,-15728,-1596,2320,-544,287,-196,0
1.1641788482666016,15424,3772,5172,-162,-154,-2,13044,-5952,7808,128,185,-231,-15584,1108,2196,-1057,145,-293,-15704,-1324,2420,-268,212,-235,0
1.1993420124053955,15280,3604,5416,-130,-151,28,12908,-6068,7792,270,174,-282,-15464,1144,2288,-1115,59,-247,-15668,-1492,2512,-537,151,-289,0
1.2344989776611328,15324,3636,5448,-39,-167,-25,13208,-6124,7908,265,260,-270,-15584,1072,2156,-1087,-3,-334,-15560,-1496,2292,-485,158,-351,0
1.2696018218994138,15300,3788,5456,-116,-220,-80,12920,-5812,8008,212,307,-333,-15208,808,2236,-1061,-17,-360,-15760,-1704,2240,-462,196,-361,0
1.3073899745941164,15448,3652,5124,-61,-269,-90,13032,-5628,7764,178,266,-373,-15680,876,2184,-1069,4,-346,-15712,-1668,2544,-487,242,-329,0
1.3408010005950928,15276,3716,5108,-29,-260,-111,13076,-5636,7680,191,88,-440,-15480,876,2192,-1103,16,-347,-15436,-1648,2264,-425,233,-341,0
1.3741149902343752,15360,3804,5120,-29,-251,-143,13184,-5440,7824,258,171,-427,-15832,844,2204,-1112,-51,-328,-15800,-1824,2008,-400,168,-409,0
1.4075608253479004,15596,3748,5140,-21,-203,-200,13008,-5564,7788,306,263,-417,-15648,800,2168,-1104,-71,-305,-15784,-1720,2192,-385,168,-447,0
1.4406390190124512,15348,3868,5220,-59,-184,-258,13164,-5624,7832,305,368,-450,-15604,776,2292,-1076,-134,-281,-15728,-1732,2208,-350,201,-477,0
1.4740397930145264,15248,3924,5132,-91,-148,-294,13088,-5528,8216,328,353,-413,-15524,836,2568,-1061,-109,-272,-15796,-1668,2296,-395,213,-428,0
1.5073180198669434,15104,4008,5160,-95,-185,-289,12816,-5348,8148,360,182,-474,-15260,884,2132,-1072,-52,-279,-15676,-1740,2212,-356,177,-415,0
1.5407099723815918,15336,3928,5356,-99,-276,-510,13004,-5804,7680,244,336,-501,-15276,936,2512,-1064,-44,-17,-15668,-1736,2296,-385,187,-352,0
1.5740509033203125,15408,4092,5116,-90,-210,-243,13476,-5660,8340,740,432,-478,-15552,1276,2448,-769,-55,-213,-15620,-1752,2384,-410,184,-319,0
1.6074578762054443,15256,3996,5312,-80,-176,-173,12864,-5788,8412,125,66,-435,-15536,1040,2472,-1058,20,-483,-15712,-1908,2508,-454,138,-291,0
1.6464009284973142,15196,3972,5184,-40,-127,-146,13000,-5552,8280,171,311,-362,-15508,1092,2468,-1054,66,-261,-15772,-1756,2420,-535,154,-294,0
1.6798958778381348,15196,4004,5288,-90,-118,-151,13088,-5684,7820,112,196,-377,-15464,772,2316,-986,21,-294,-15896,-1708,2448,-503,149,-313,0
1.7131109237670898,15336,3956,5140,-84,-78,-157,12996,-5220,8148,10,409,-322,-15576,892,2092,-1066,-12,-228,-15772,-1760,2244,-571,104,-334,0
1.7466309070587158,15240,4020,5144,9,-39,-159,13076,-5388,7932,169,413,-137,-15364,860,2092,-1027,-70,-169,-15696,-1780,2536,-563,88,-369,0
1.7798988819122314,15348,3980,5148,10,-18,-195,12984,-5144,8300,76,344,-170,-15620,680,2200,-939,-66,-156,-15628,-1816,2300,-571,72,-353,0
1.8132848739624028,15336,4192,5192,-117,-44,-154,12924,-5340,8016,207,301,-280,-15296,816,2376,-1006,-153,-147,-15744,-1996,2200,-520,117,-312,0
1.846841812133789,15176,4160,5084,-94,-39,-102,12832,-5268,8132,-19,621,-466,-15404,740,2356,-1022,-136,-170,-15696,-1876,2260,-480,137,-216,0
1.8800408840179443,15156,4148,5348,-118,-36,-26,12804,-5252,8208,1,596,-609,-15272,780,2448,-1082,-110,-93,-15532,-1880,2176,-441,99,-129,0
1.9136228561401367,15148,4188,5164,-90,-42,70,12996,-5260,8140,-147,670,-775,-15108,840,2332,-1154,-64,-135,-15464,-1824,2252,-448,136,-95,0
1.9469358921051028,15228,4148,5156,-84,-91,150,12912,-5044,8292,-183,736,-901,-15452,808,2600,-1143,-25,-173,-15660,-1988,2384,-546,182,-92,0
1.9803338050842285,15188,4080,5224,-65,-77,130,13028,-5188,8240,-213,634,-880,-15272,876,2512,-1087,33,-253,-15612,-1908,2404,-519,214,-93,0
2.0137479305267334,14880,4112,5236,-114,-126,134,13040,-4428,8048,-424,181,-694,-15680,800,2588,-1085,90,-12,-16068,-1980,2484,-569,6,-21,0
2.047351837158203,15300,4028,5196,-46,-126,160,13228,-5256,8540,-444,25,-632,-15508,888,2508,-950,172,-194,-15664,-1864,2372,-577,321,-15,0
2.080542802810669,15316,4160,5316,-81,-98,128,13076,-5144,8312,-490,203,-472,-15428,932,2692,-898,251,-109,-15788,-1896,2452,-575,237,16,0
2.1139578819274902,15128,4104,5104,-127,-31,133,12588,-5200,8400,-363,111,-238,-15120,824,2584,-915,252,-130,-15716,-1736,2336,-560,243,38,0
2.1470839977264404,15244,3900,5224,-173,-14,177,12904,-5228,8388,-285,-29,-67,-15444,784,2476,-922,271,-164,-15800,-1868,2516,-535,240,59,0
2.1803178787231445,15132,4236,5344,-512,-109,212,12972,-5188,8352,-286,-59,-146,-15200,736,2348,-883,307,-192,-15440,-1936,2232,-528,301,107,0
2.213730812072754,15192,4024,5020,-230,-188,213,12916,-5180,8184,-230,-60,-207,-15480,640,2372,-858,322,-184,-15864,-1628,2112,-486,363,113,0
2.247407913208008,15284,4052,5128,-272,-223,232,13144,-5212,8384,-221,-113,-238,-15616,1020,2432,-945,310,-229,-15800,-2016,2132,-489,339,69,0
2.280622005462647,15308,3868,5168,-220,-192,207,12992,-4984,8348,-217,-9,-246,-15752,716,2276,-884,273,-198,-15768,-1756,2248,-142,288,29,0
2.314068794250488,15460,4044,5340,-196,-221,144,12988,-5248,8180,-307,21,-289,-15616,624,2452,-894,207,-7,-15744,-1848,2192,-516,273,-31,0
2.3510968685150146,15352,4080,5276,-198,-180,120,12612,-5404,8556,-53,-48,-296,-15184,860,2312,-895,182,-236,-15660,-1744,2428,-554,220,-21,0
2.386772871017456,15220,3980,5372,-99,-80,124,12668,-5400,8100,-392,140,-371,-15392,876,2408,-947,200,-215,-15660,-1656,2244,-657,159,-24,0
2.4221808910369877,15552,4020,5304,-32,-146,124,13236,-5188,8156,-331,94,-322,-15504,772,2324,-954,231,-240,-15632,-1744,2224,-669,202,-30,0
2.4572489261627197,15240,4024,5084,-46,-173,109,13172,-5244,8036,-381,100,-249,-15860,780,2344,-896,188,-326,-15636,-1640,2208,-722,212,-76,0
2.492427825927735,15328,3908,5172,80,-185,49,13048,-5328,7988,-45,200,-75,-15544,924,2184,-1007,71,-216,-15648,-1588,2200,-815,320,-157,0
2.527998924255371,15156,3960,5260,122,71,19,13076,-5204,7988,37,279,21,-15524,680,2268,-930,76,-164,-15868,-1776,2252,-620,105,-225,0
2.5636579990386963,15544,4164,5256,-82,92,-23,13004,-5300,8056,-94,189,-91,-15272,1020,2320,-894,86,-145,-15468,-1736,2104,-576,176,-199,0
2.598231792449951,15104,3940,5188,-129,-93,58,12812,-5176,7960,-102,114,-172,-15544,520,2184,-1068,45,-138,-15712,-1684,2304,-501,132,-160,0
2.634208917617798,15276,3996,5388,-41,-149,19,13108,-5364,8164,-75,10,-149,-15412,680,2416,-988,-19,-109,-15376,-1792,2348,-562,81,-222,0
2.669696807861328,15064,4328,5140,-25,-179,15,13028,-5316,8348,-100,282,-153,-15588,608,2408,-1030,251,-116,-15664,-1876,2176,-500,89,-207,0
2.705192804336548,15156,4172,5248,-29,-127,37,12904,-5252,8080,-73,274,-78,-15688,552,2356,-1043,7,-96,-15400,-1864,2200,-257,76,-141,0
2.739989995956421,15352,4100,5200,-107,-44,81,13060,-5168,8220,-94,299,-66,-15156,556,2508,-1009,37,12,-15672,-1788,2240,-502,47,-105,0
2.775779962539673,15272,4096,5156,-61,-14,109,12960,-5260,8276,-58,199,-17,-15408,716,2528,-1071,61,-18,-15536,-1736,2176,-557,67,-105,0
2.8111679553985596,15212,4072,5128,252,-78,84,12984,-5316,8212,10,78,-41,-15628,544,2248,-1110,69,-51,-15636,-1936,2172,-571,50,-113,0
2.8468899726867676,15172,4156,5116,31,-76,78,13004,-5264,8252,51,127,-88,-15608,660,2360,-1132,99,-66,-15760,-1924,2296,-542,81,-143,0
2.883019924163819,15288,4212,5268,66,-151,93,12856,-5340,7968,52,80,-143,-15524,640,2408,-1106,155,-122,-15744,-1956,2092,-522,196,-48,0
2.918308973312378,15308,4112,5120,247,-140,91,13296,-5332,8400,-44,252,-149,-15624,692,2600,-1038,150,-67,-15816,-1916,2296,-449,205,-28,0
2.9536619186401367,15296,4116,5188,-68,-122,139,12900,-5320,8380,-50,56,-141,-15200,788,2308,-1034,174,-52,-15656,-1696,2120,-467,171,24,0
2.99013090133667,15236,3988,5148,-74,-96,148,12952,-5372,8164,-96,-13,-110,-15116,716,2436,-1038,218,0,-15576,-1624,2528,-469,158,-10,0
3.023681879043579,15280,3948,5268,-73,-72,191,13012,-5260,7920,-107,13,-72,-15604,1016,2472,-1028,207,-4,-15656,-1656,2492,-468,83,9,0
3.057232856750488,15312,4144,5208,-94,-68,155,13036,-5456,8376,-35,-6,-100,-15600,760,2392,-1035,169,-43,-15652,-1708,2484,-489,108,-48,0
3.0906758308410645,15280,3984,5140,-145,-155,189,13172,-5372,8144,-13,71,-92,-15572,756,2472,-1025,143,-110,-15788,-1736,2340,-493,82,-114,0
3.1240429878234868,15328,4028,5208,-145,-142,93,13084,-5280,8044,-97,102,-128,-15556,756,2384,-942,112,-132,-15832,-1696,2276,-517,120,-185,0
3.157409906387329,15288,3864,5180,-78,-112,8,13104,-5508,8044,26,218,-95,-15744,992,2256,-961,16,-71,-15836,-1724,2316,-549,66,-267,0
3.1906139850616455,15276,4000,5164,-29,-110,-41,13176,-5128,8124,56,283,-90,-15436,568,2556,-1066,-46,-79,-15592,-2000,2232,-490,41,-275,0
3.224071979522705,15264,4236,5124,-137,-32,-50,12916,-5200,8016,68,314,-46,-15320,612,2364,-983,34,-83,-15744,-1812,2396,-436,101,-227,0
3.2574579715728755,15044,4192,5232,-172,-20,-8,12932,-5596,8140,95,245,-125,-15352,792,2240,-1044,70,-95,-15604,-1552,2384,-392,104,-159,0
3.290792942047119,15204,4108,5412,-147,-99,-252,13020,-5364,8172,85,244,-130,-15380,816,2388,-1049,59,-88,-15584,-1788,2300,-385,149,-199,0
3.324147939682007,15264,4240,5148,-115,-112,6,12912,-5340,8056,68,204,-163,-15340,800,2396,-1035,51,-95,-15676,-1828,2312,-442,116,-239,0
3.3575968742370605,15176,4236,5180,-115,-135,3,12796,-5240,8392,20,266,-195,-15608,712,2456,-990,42,-168,-15596,-2024,2288,-432,164,-233,0
3.3908779621124268,15048,4100,5228,-163,-157,-30,13052,-5280,8256,-53,373,-249,-15568,660,2420,-970,56,-158,-15444,-1860,2180,-422,162,-168,0
3.4238200187683105,15204,4252,5124,-192,-141,13,12976,-5300,8252,-124,296,-512,-15584,712,2456,-935,74,-64,-15624,-1708,2320,-480,129,-117,0
3.457275867462158,15204,4224,5024,-125,-74,93,12712,-5244,8088,-188,217,-308,-15336,788,2220,-1001,93,-61,-15744,-1780,2184,-497,93,-57,0
3.4906477928161626,15288,4256,5096,-144,-59,113,12944,-5256,8380,-141,213,-202,-15456,836,2392,-1029,104,-41,-15740,-1804,2336,-540,91,-36,0
3.524240016937256,15236,4120,5100,-117,-26,166,13036,-5312,8136,-128,191,-108,-15436,644,2184,-1073,67,-22,-15716,-1724,2380,-546,58,-43,0
3.5577218532562256,15244,4116,5180,-106,3,145,12936,-5256,8160,-40,104,-136,-15444,604,2396,-1052,117,-60,-15632,-1816,2412,-568,89,-76,0
3.591130018234253,15256,3916,5284,-74,-45,140,13136,-5268,8316,-117,118,-166,-15400,660,2760,-1013,109,-67,-15696,-2004,2552,-539,73,-57,0
3.6245059967041016,15276,4096,5324,-127,-38,110,12928,-5280,8332,-129,92,-222,-15276,828,2464,-968,117,-65,-15764,-1980,2396,-580,162,-11,0
3.6578819751739506,15216,4276,5264,-178,-53,111,13036,-5448,8396,-108,95,-231,-15588,836,2792,-961,174,-93,-15632,-1828,2508,-562,174,-20,0
3.6911728382110596,15224,4180,5220,-152,-84,141,12852,-5384,8036,-174,52,-190,-15556,892,2484,-903,174,-140,-15616,-1864,2288,-651,171,-48,0
3.724637985229492,15320,4012,5500,-196,-20,86,13016,-5604,8024,-242,120,-291,-15868,868,2384,-921,143,-143,-15516,-1656,2444,-611,213,253,0
3.7580239772796626,15092,4040,5340,-178,-46,106,12976,-5240,7988,-14,278,-671,-15448,844,2332,-979,138,-189,-15708,-1600,2236,-577,170,-47,0
3.7915039062499996,15232,4084,5432,-18,-72,138,12844,-5460,8124,-273,255,-331,-15380,904,2244,-943,208,-206,-15608,-1704,2400,-616,249,-256,0
3.8245439529418945,15240,3940,5168,-199,-142,171,13072,-5284,8384,-126,-62,-295,-15556,812,2376,-958,218,-242,-15668,-1688,2080,-674,503,-58,0
3.8579080104827876,15216,4264,5156,-145,-194,129,13300,-5288,7844,119,139,-244,-15088,624,2444,-1276,211,-229,-15660,-1808,2396,-600,322,-93,0
3.891404867172241,15188,4160,4872,-197,-288,134,12988,-5320,7976,91,2,-185,-15512,664,2340,-931,215,-270,-15728,-1860,2192,-560,415,-83,0
3.9245469570159917,15120,4164,5088,-272,-330,122,13208,-5132,8320,102,86,-217,-15304,956,2248,-983,214,-214,-15472,-1776,2112,-500,326,-66,0
3.9579188823699956,15604,4084,5172,-222,-507,99,13020,-5200,8200,103,78,-118,-15656,692,2396,-982,186,-193,-15872,-1864,2048,-554,269,-102,0
3.9914968013763428,15236,4164,5188,-195,-137,79,12748,-5264,8236,6,147,-128,-15172,740,2540,-930,100,-181,-15552,-1912,2544,-572,256,-98,0
4.028000831604004,15124,4108,5292,-202,-84,122,12856,-5276,8420,-81,27,-186,-15352,856,2272,-904,180,-158,-15580,-1780,2292,-635,3,-43,0
4.063190937042236,15212,4192,5164,-197,-142,178,12884,-5432,8080,-217,-61,-239,-15420,672,2224,-959,190,-190,-15724,-1828,2196,-566,272,29,0
4.098198890686035,15188,4080,5224,-203,-218,229,12884,-5200,7908,-358,-6,-308,-15568,772,2272,-961,211,-146,-15816,-1568,2232,-529,303,34,0
4.133670806884766,15276,4064,5312,-213,-182,8,13044,-5216,8076,-295,-105,-232,-15392,756,2452,-1022,246,-163,-15588,-1816,2136,-503,284,30,0
4.168797969818115,15292,4016,5120,-201,-199,242,13020,-5392,7932,-237,-2,-184,-15504,748,2376,-1047,212,-115,-15748,-1664,2252,-560,318,21,0
4.204484939575195,15404,3828,5156,-134,-224,199,13228,-5312,7832,-89,89,-154,-15596,740,2144,-1068,179,-131,-15684,-1812,2320,-524,227,-63,0
4.239558935165406,15252,3956,5168,-143,-113,154,12704,-5292,7832,-240,31,-115,-15540,656,2312,-1094,155,-51,-15428,-1648,2436,-495,179,-35,0
4.274727821350098,15316,4060,5040,-182,-101,174,13288,-5376,7932,-149,99,-61,-15492,692,2344,-1041,133,-34,-15712,-1736,2160,-481,171,-61,0
4.309794902801514,15312,3852,5160,-211,-108,123,13184,-5232,7776,-109,148,-63,-15608,976,2436,-1271,42,42,-15664,-1384,2144,-404,101,-14,0
4.345542907714844,15268,3980,5164,-164,-48,182,12976,-5232,8172,-90,91,-20,-15160,856,2168,-1115,150,64,-15684,-1688,2328,-453,72,12,0
4.380519866943359,15296,4008,4908,-188,-21,220,13020,-5416,7864,-122,128,24,-15400,760,2224,-1123,77,94,-15672,-1720,2444,-260,29,32,0
4.4164369106292725,15316,3936,5256,-152,-81,217,13032,-5224,7948,-111,130,6,-15552,816,2448,-777,100,255,-15696,-1708,2504,-506,22,12,0
4.452163934707642,15104,3640,5044,-121,-14,169,12840,-5616,7880,-84,209,63,-15548,988,2292,-1062,34,251,-15776,-1564,2284,-604,-9,-154,0
4.487574815750122,15328,3756,5252,-20,-249,89,13560,-5564,7916,140,246,21,-15648,716,2436,-1139,27,-68,-15784,-1704,2184,-581,18,-256,0
4.523425817489624,15336,4068,5152,56,46,-22,12812,-5608,8152,54,161,-133,-15820,588,2384,-1115,21,-239,-15752,-1864,2196,-533,123,-274,0
4.558286905288696,15264,4080,5300,-21,-138,-53,13116,-5140,7764,35,200,-266,-15516,808,2140,-1031,30,-206,-15552,-1564,2324,-514,205,-302,0
4.594316005706787,15172,3924,5240,-70,-238,-61,13012,-5376,8036,90,265,-371,-15524,776,2208,-1079,10,-225,-15684,-1672,2324,-413,159,-291,0
4.629488945007324,15176,3644,5000,-60,-230,-127,12972,-5384,7940,181,347,-293,-15528,1016,2612,-1033,-96,-192,-15640,-1764,2404,-427,94,-349,0
4.666427850723267,15304,4036,5192,-142,-116,-129,12964,-5368,7728,69,303,-235,-15448,760,2516,-942,-86,-173,-15928,-1608,2360,-437,108,-360,0
4.699809789657593,15340,4064,5176,-213,-83,-96,13144,-5392,8264,33,330,-121,-15160,748,2376,-910,-17,-167,-15696,-1696,2260,-437,117,-302,0
4.733215808868408,15124,4044,5196,-231,-123,-66,13304,-5472,8024,3,342,-104,-15608,692,2300,-913,-39,-182,-15520,-1748,2048,-407,124,-323,0
4.766741991043091,15252,4272,5056,-151,-209,-49,12960,-5260,8076,254,233,-177,-15128,692,2056,-1002,-252,-184,-15716,-1848,2468,-488,101,-264,0
4.800344944000244,15112,4152,5008,-42,-161,20,13048,-5224,7956,8,165,-104,-15524,652,2300,-1097,67,-86,-15580,-1920,2308,-448,91,-207,0
4.83356785774231,15252,4252,5152,-95,-78,44,12912,-5076,8160,-33,177,-12,-15552,704,2604,-1025,80,-39,-15612,-1832,2312,-471,93,-115,0
4.866808891296387,15184,3912,5048,-125,-51,111,12884,-5608,8288,-98,123,1,-15320,736,2532,-1107,101,-53,-15660,-1844,2232,-262,109,-83,0
